Sexo;Grupos de edad;Hábitat de procedencia;Valor absoluto y porcentaje;periodo;Total
Ambos sexos;De 16 a 19;Extranjero (procedencia);Porcentaje;2012;5,6
Ambos sexos;De 16 a 19;Extranjero (procedencia);Porcentaje;2011;20,7
Ambos sexos;De 16 a 19;Extranjero (procedencia);Porcentaje;2010;14,3
Ambos sexos;De 16 a 19;Extranjero (procedencia);Porcentaje;2009;8,3
Ambos sexos;De 16 a 19;Extranjero (procedencia);Porcentaje;2008;8,8
Ambos sexos;De 16 a 19;Extranjero (procedencia);Porcentaje;2007;10,1
Ambos sexos;De 16 a 19;Extranjero (procedencia);Porcentaje;2006;5,6
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2020;110,1
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2019;113,0
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2018;137,9
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2017;126,8
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2016;118,9
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2015;125,7
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2014;139,1
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2013;111,4
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2012;152,6
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2011;124,3
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2010;119,6
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2009;184,4
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2008;202,1
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2007;298,2
Ambos sexos;De 20 a 29;Total (procedencia);Valor absoluto;2006;282,4
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2020;30,1
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2019;25,7
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2018;28,3
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2017;30,7
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2016;25,9
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2015;29,1
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2014;34,3
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2013;31,1
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2012;33,7
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2011;26,5
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2010;25,3
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2009;34,3
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2008;33,4
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2007;38,3
Ambos sexos;De 20 a 29;Total (procedencia);Porcentaje;2006;35,1
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2020;10,5
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2019;10,3
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2018;12,0
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2017;6,4
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2016;11,5
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2015;16,1
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2014;12,4
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2013;11,1
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2012;18,8
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2011;16,8
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2010;19,2
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2009;18,6
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2008;20,6
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2007;54,0
Ambos sexos;De 20 a 29;Rural (procedencia);Valor absoluto;2006;32,3
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2020;24,8
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2019;19,5
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2018;15,3
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2017;14,5
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2016;18,0
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2015;19,0
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2014;20,9
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2013;19,8
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2012;28,8
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2011;19,2
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2010;22,6
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2009;26,0
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2008;24,9
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2007;38,5
Ambos sexos;De 20 a 29;Rural (procedencia);Porcentaje;2006;27,3
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2020;60,8
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2019;61,0
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2018;74,1
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2017;89,8
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2016;74,5
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2015;65,5
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2014;104,9
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2013;78,5
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2012;103,7
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2011;88,1
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2010;80,2
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2009;121,3
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2008;115,5
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2007;167,5
Ambos sexos;De 20 a 29;Urbano (procedencia);Valor absoluto;2006;159,4
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2020;32,5
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2019;24,2
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2018;28,4
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2017;37,5
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2016;26,9
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2015;26,7
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2014;37,0
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2013;34,2
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2012;33,5
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2011;31,1
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2010;26,7
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2009;37,8
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2008;37,1
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2007;39,7
Ambos sexos;De 20 a 29;Urbano (procedencia);Porcentaje;2006;36,8
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2020;38,7
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2019;41,6
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2018;51,8
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2017;30,6
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2016;33,0
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2015;44,1
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2014;21,8
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2013;21,9
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2012;30,1
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2011;19,4
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2010;20,3
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2009;44,5
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2008;66,1
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2007;76,7
Ambos sexos;De 20 a 29;Extranjero (procedencia);Valor absoluto;2006;90,7
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2020;28,5
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2019;31,0
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2018;35,0
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2017;23,7
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2016;27,9
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2015;43,0
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2014;35,2
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2013;30,3
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2012;39,0
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2011;19,7
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2010;23,0
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2009;30,7
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2008;31,2
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2007;35,5
Ambos sexos;De 20 a 29;Extranjero (procedencia);Porcentaje;2006;36,1
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2020;119,5
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2019;136,6
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2018;124,4
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2017;106,0
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2016;111,5
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2015;106,5
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2014;97,5
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2013;84,0
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2012;122,4
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2011;144,7
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2010;134,0
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2009;150,6
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2008;149,8
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2007;196,8
Ambos sexos;De 30 a 39;Total (procedencia);Valor absoluto;2006;237,2
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2020;32,7
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2019;31,1
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2018;25,6
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2017;25,7
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2016;24,3
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2015;24,6
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2014;24,1
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2013;23,5
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2012;27,1
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2011;30,8
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2010;28,3
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2009;28,1
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2008;24,7
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2007;25,3
Ambos sexos;De 30 a 39;Total (procedencia);Porcentaje;2006;29,5
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2020;9,2
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2019;15,0
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2018;21,0
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2017;9,3
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2016;19,2
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2015;22,4
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2014;14,0
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2013;11,0
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2012;16,9
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2011;34,1
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2010;27,0
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2009;22,0
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2008;22,4
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2007;32,0
Ambos sexos;De 30 a 39;Rural (procedencia);Valor absoluto;2006;33,1
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2020;21,7
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2019;28,3
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2018;26,8
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2017;21,1
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2016;30,0
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2015;26,5
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2014;23,6
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2013;19,6
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2012;25,9
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2011;39,0
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2010;31,8
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2009;30,7
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2008;27,1
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2007;22,8
Ambos sexos;De 30 a 39;Rural (procedencia);Porcentaje;2006;28,1
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2020;63,8
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2019;84,2
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2018;64,2
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2017;56,5
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2016;57,8
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2015;68,1
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2014;70,0
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2013;60,5
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2012;90,5
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2011;91,1
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2010;87,5
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2009;96,0
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2008;81,9
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2007;115,4
Ambos sexos;De 30 a 39;Urbano (procedencia);Valor absoluto;2006;132,4
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2020;34,0
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2019;33,4
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2018;24,6
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2017;23,6
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2016;20,9
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2015;27,7
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2014;24,7
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2013;26,3
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2012;29,2
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2011;32,1
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2010;29,1
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2009;29,9
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2008;26,3
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2007;27,3
Ambos sexos;De 30 a 39;Urbano (procedencia);Porcentaje;2006;30,5
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2020;46,5
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2019;37,3
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2018;39,2
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2017;40,2
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2016;34,5
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2015;15,9
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2014;13,5
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2013;12,5
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2012;15,0
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2011;19,6
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2010;19,5
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2009;32,6
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2008;45,4
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2007;49,4
Ambos sexos;De 30 a 39;Extranjero (procedencia);Valor absoluto;2006;71,7
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2020;34,2
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2019;27,8
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2018;26,5
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2017;31,1
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2016;29,1
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2015;15,5
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2014;21,8
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2013;17,4
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2012;19,4
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2011;19,8
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2010;22,2
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2009;22,6
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2008;21,4
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2007;22,9
Ambos sexos;De 30 a 39;Extranjero (procedencia);Porcentaje;2006;28,5
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2020;51,3
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2019;81,8
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2018;68,8
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2017;51,6
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2016;64,7
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2015;56,6
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2014;46,5
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2013;48,8
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2012;50,0
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2011;50,3
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2010;54,0
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2009;67,4
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2008;62,2
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2007;66,8
Ambos sexos;De 40 a 49;Total (procedencia);Valor absoluto;2006;68,7
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2020;14,0
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2019;18,6
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2018;14,1
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2017;12,5
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2016;14,1
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2015;13,1
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2014;11,5
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2013;13,6
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2012;11,1
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2011;10,7
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2010;11,4
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2009;12,5
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2008;10,3
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2007;8,6
Ambos sexos;De 40 a 49;Total (procedencia);Porcentaje;2006;8,5
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2020;10,2
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2019;11,7
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2018;18,0
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2017;10,3
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2016;9,9
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2015;13,1
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2014;11,8
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2013;8,1
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2012;7,9
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2011;7,9
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2010;7,4
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2009;7,2
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2008;9,8
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2007;13,8
Ambos sexos;De 40 a 49;Rural (procedencia);Valor absoluto;2006;11,6
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2020;23,9
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2019;22,0
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2018;23,0
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2017;23,3
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2016;15,4
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2015;15,5
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2014;19,8
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2013;14,5
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2012;12,1
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2011;9,1
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2010;8,8
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2009;10,0
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2008;11,9
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2007;9,9
Ambos sexos;De 40 a 49;Rural (procedencia);Porcentaje;2006;9,8
Ambos sexos;De 40 a 49;Urbano (procedencia);Valor absoluto;2020;25,7
Ambos sexos;De 40 a 49;Urbano (procedencia);Valor absoluto;2019;55,3
Ambos sexos;De 40 a 49;Urbano (procedencia);Valor absoluto;2018;37,6
Ambos sexos;De 40 a 49;Urbano (procedencia);Valor absoluto;2017;32,5
Ambos sexos;De 40 a 49;Urbano (procedencia);Valor absoluto;2016;43,9
